EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES - EBSERH;;;;;;;;;
HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO MARANHÃO - HU-UFMA;;;;;;;;;
;;;;;;;;;
MOVIMENTAÇÃO FINANCEIRA;;;;;;;;;
ATUALIZADO ATÉ: NOVEMBRO/2020;;;;;;;;;
;;;;;;;;;
MÊS;DATA DE RECEBIMENTO;CÓDIGO UG EMITENTE;DESCRIÇÃO DA UG EMITENTE;CATEGORIA DO GASTO;PROGRAMAÇÃO FINANCEIRA;VINCULAÇÃO DO PAGAMENTO;CÓDIGO DA FONTE DO RECURSO;OBSERVAÇÃO;VALOR
ABR;16/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002567;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 15.04.20.;R$ 258.330,19
ABR;16/04/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441777;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151002788;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000178188201940 - MA/EBSERH HU-UFMA - 155010-26443;R$ 1.260,00
ABR;16/04/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441812;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151002171;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000138754201981 - MA/EBSERH HU-UFMA - 155010-26443;R$ 6.971,42
ABR;22/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002597; CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2 ;8100915107; REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 22.04.20. ;R$ 761.717,58
ABR;23/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002702;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;REPASSE FINANCEIRO CONFORME APURACAO EM 22.04.2020 - TETO MAC - PARCELA 04/2020 - COMP. 03/2020;R$ 1.022.919,91
ABR;27/04/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000112;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803612 AUTOR: BANCADA DO MARANHAO;R$ 1.121.620,00
ABR;27/04/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000113;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000; LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG:Ž  155010 EMPENHO: 2019NE803669 AUTOR: BANCADA DO MARANHAO;R$ 522.500,00
ABR;27/04/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000114;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG:Ž 155010 EMPENHO: 2019NE803809 AUTOR: BANCADA DO MARANHAO;R$ 410.000,00
ABR;27/04/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000115;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG:Ž 155010 EMPENHO: 2019NE803995 AUTOR: BANCADA DO MARANHAO;R$ 39.059,97
ABR;27/04/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000116;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000; LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UGŽ  155010 EMPENHO: 2019NE804221 AUTOR: BANCADA DO MARANHAO;R$ 120.500,00
ABR;27/04/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000117;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000; LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG:Ž  155010 EMPENHO: 2019NE804236 AUTOR: BANCADA DO MARANHAO;R$ 3.040,00
ABR;27/04/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000118;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000; LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UGŽ  155010 EMPENHO: 2019NE804242 AUTOR: BANCADA DO MARANHAO;R$ 4.479,39
ABR;27/04/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000119;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG:Ž 155010 EMPENHO: 2019NE804271 AUTOR: BANCADA DO MARANHAO;R$ 52.079,96
ABR;29/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002755;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 29.04.20.;R$ 5.743,11
ABR;29/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002777;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 29.04.20.;R$ 924.519,11
ABR;29/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002732;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;100150714;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 29.04.20.;R$ 61.336,49
ABR;30/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002812;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6300000300; REPASSE FINANCEIRO CONFORME APURACAO EM 29.04.2020 - TETO MAC - PARCELA 12/2019 - COMP. 11/2019 ;R$ 5.264,48
ABR;30/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002880;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 29.04.2020 - FAEC     - PARCELA E COMP. 01/2020;R$ 57.409,07
MAI;07/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002916;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 06.05.20.;R$ 299.612,89
MAI;07/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003018;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;REPASSE FINANCEIRO CONFORME APURACAO EM 06.05.2020 - TETO MAC - PARCELA 05/2020 - COMP. 04/2020;R$ 4.000.000,00
MAI;07/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003019;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 06.05.2020 - FAEC     - PARCELA E COMP. 01/2020;R$ 61.707,99
MAI;07/05/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441984;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151001416;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000108626201911 - MA/EBSERH HU-UFMA - 155010-26443;R$ 4.338,00
MAI;07/05/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF442047;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151003874;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000213391201970 - MA/EBSERH HU-UFMA - 155010-26443;R$ 7.379,30
MAI;07/05/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF442055;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151002788;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000178188201940 - MA/EBSERH HU-UFMA - 155010-26443;R$ 205,10
MAI;07/05/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF442094;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151002171;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000138754201981 - MA/EBSERH HU-UFMA - 155010-26443;R$ 9.982,75
MAI;07/05/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF442121;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151019459;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000064498201988 - MA/EBSERH HU-UFMA - 155010-26443;R$ 8.427,00
MAI;08/05/2020;155180;EBSERH HU-UNIVASF;OUTRAS DESPESAS CORRENTES;155180264432020PF000002;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;SUB-REPASSE DE RECURSOS FINANCEIROS PARA COMPENSACAO DOS CUSTOS DE EXAMES HISTOPATOLOGICOS REALIZADOS PELA EBSERH HU-UFMA EM FAVOR DA EBSERH HU-UNIVASF, TERMO DE COOPERACAO TECNICA 01/2019, PROCESSO SEI: 23542.000497/2018-71.;R$ 4.376,24
MAI;08/05/2020;155914;HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO;OUTRAS DESPESAS CORRENTES;155914264432020PF000003;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;TRANSFERENCIA DE RECURSO PARA COMPENSACAO DOS CUSTOS REFERENTES A EXAMES HISTOŽPATOLOGICOS, COMPREENDENDO O PERIODO DE 02/01/2020 A 30/01/2020,CONFORME ACOR-ŽDO DE COOPERACAO TECNICA - SEI 3/2019. PROC.SEI 23523.032234/2018-50;R$ 11.901,78
MAI;13/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003047;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 13.05.20.;R$ 1.241,49
MAI;14/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003193;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;REPASSE FINANCEIRO CONFORME APURACAO EM 13.05.2020 - TETO MAC - PARCELA 05/2020 - COMP. 04/2020;R$ 2.403.832,48
MAI;18/05/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000140;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803794 AUTOR: BANCADA DO MARANHAO;R$ 44.478,00
MAI;18/05/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000141;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG:155010 EMPENHO: 2019NE803808 AUTOR: BANCADA DO MARANHAO                      Ž;R$ 65.740,00
MAI;18/05/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000142;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG:155010 EMPENHO: 2019NE804202 AUTOR: BANCADA DO MARANHAO                                           Ž;R$ 23.000,00
MAI;20/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003226;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 20.05.20.;R$ 330.630,85
MAI;21/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003338;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 20.05.2020 - FAEC     - PARCELA E COMP. 01/2020;R$ 215.518,52
MAI;27/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003417;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 27.05.20.;R$ 14.921,50
MAI;27/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;INVESTIMENTO;155007264432020PF003416;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 27.05.20.;R$ 4.098,52
MAI;27/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003393;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100150714;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 27.05.20. PASEP.;R$ 46.065,65
MAI;28/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003522;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 27.05.2020 - FAEC     - PARCELA E COMP. 01/2020;R$ 351.934,32
MAI;28/05/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003523;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 27.05.2020 - FAEC     - PARCELA E COMP. 02/2020;R$ 130.243,18
MAI;28/05/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF442231;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151002788;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000178188201940 - MA/EBSERH HU-UFMA - 155010-26443;R$ 20,40
MAI;28/05/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF442284;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151001416;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000108626201911 - MA/EBSERH HU-UFMA - 155010-26443;R$ 599,00
MAI;28/05/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF442325;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151003874;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000213391201970 - MA/EBSERH HU-UFMA - 155010-26443;R$ 5.094,66
JUN;02/06/2020;155013;EBSERH HUOL-UFRN;OUTRAS DESPESAS CORRENTES;155013264432020PF000004;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;TRANFERENCIA DE REC FINANCEIRO DECORRENTE DO PROC 23526.000554/2019-21, CFE TERMO DE COOPERACAO ASSINADO NO DIA 06/12/2019 E NC 000007 DO DIA 02/06/2020.;R$ 34.229,24
JUN;03/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003579;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 03.06.20.;R$ 10.090,03
JUN;03/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;INVESTIMENTO;155007264432020PF003580;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 03.06.20.;R$ 2.801,48
JUN;04/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003691;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;REPASSE FINANCEIRO CONFORME APURACAO EM 03.06.2020 - TETO MAC - PARCELA 06/2020 - COMP. 05/2020;R$ 5.000.000,00
JUN;04/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003692;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 03.06.2020 - FAEC     - PARCELA E COMP. 02/2020;R$ 152.098,10
JUN;04/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003714;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6300000300;REPASSE FINANCEIRO CONFORME APURACAO EM 03.06.2020 - TETO MAC - PARCELA 12/2019 - COMP. 11/2019;R$ 40.121,11
JUN;05/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003736;CREDITOS EXTRAORDINARIOS;6353000000;REPASSE FINANCEIRO PARA ATENDER AO ENFRENTAMENTO A COVID-19.;R$ 1.564.426,70
JUN;10/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003756;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 10.06.20.;R$ 86.656,44
JUN;10/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003877;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;REPASSE FINANCEIRO CONFORME APURACAO EM 10.06.2020 - TETO MAC - PARCELA 06/2020 - COMP. 05/2020;R$ 319.653,05
JUN;10/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003897;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 10.06.2020 - FAEC     - PARCELA E COMP. 12/2019;R$ 56.791,61
JUN;10/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003898;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 10.06.2020 - FAEC     - PARCELA E COMP. 02/2020;R$ 142.906,07
JUN;10/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;INVESTIMENTO;155007264432020PF003757;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 10.06.20.;R$ 5.000,00
JUN;18/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003946;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;100150714;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 17.06.20.;R$ 136.682,94
JUN;18/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF003947;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 17.06.20.;R$ 5.217,84
JUN;18/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF004062;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 17.06.2020 - FAEC     - PARCELA E COMP. 02/2020;R$ 193.196,90
JUN;18/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF004079;CREDITOS EXTRAORDINARIOS;6353000000;REPASSE FINANCEIRO PARA ATENDER AO ENFRENTAMENTO A COVID-19.;R$ 135.788,81
JUN;19/06/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF442653;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151002788;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000178188201940 - MA/EBSERH HU-UFMA - 155010-26443;R$ 670,00
JUN;19/06/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF442722;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151003874;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000213391201970 - MA/EBSERH HU-UFMA - 155010-26443;R$ 1.694,00
JUN;19/06/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;INVESTIMENTO;257001000012020PF442708;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151019460;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000064494201908 - MA/EBSERH HU-UFMA - 155010-26443;R$ 16.119,90
JUN;23/06/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000179;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG 155010 EMPENHO: 2019NE803674 AUTOR: BANCADA DO MARANHAO;R$ 53.560,00
JUN;23/06/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000180;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000; LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UGŽ  155010 EMPENHO: 2019NE803810 AUTOR: BANCADA DO MARANHAO;R$ 173.500,00
JUN;23/06/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000181;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG:Ž 155010 EMPENHO: 2019NE803908 AUTOR: BANCADA DO MARANHAO                      Ž;R$ 310.500,00
JUN;23/06/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000182;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG:Ž 155010 EMPENHO: 2019NE803996 AUTOR: BANCADA DO MARANHAO                      Ž;R$ 438.464,34
JUN;23/06/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000183;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000; LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UGŽ  155010 EMPENHO: 2019NE804267 AUTOR: BANCADA DO MARANHAO                     Ž;R$ 6.893,55
JUN;25/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF004232;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 24.06.2020 - FAEC     - PARCELA E COMP. 12/2019;R$ 57.061,73
JUN;25/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF004233;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 24.06.2020 - FAEC     - PARCELA E COMP. 03/2020;R$ 47.573,19
JUN;25/06/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF004234;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 24.06.2020 - FAEC     - PARCELA E COMP. 02/2020;R$ 105.532,37
